name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward
John Kavanagh,,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/john_kavanagh,jkavanagh@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-john-kavanagh-headshot.jpg,DLP,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-west-ward-councillors/cr-john-kavanagh-north-west-ward/,North-West
Oscar Yildiz,,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/oscar_yildiz,oyildiz@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-oscar-yildiz-headshot.jpg,Labor,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/north-west-ward-councillors/cr-oscar-yildiz-north-west-ward/,North-West
Meghan Hopper,,2016-10-22,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/meghan_hopper,mhopper@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-meghan-hopper-2014.jpg,Labor,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/south-ward-councillors/cr-meghan-hopper-south-ward/,South
Samantha Ratnam,,,mayor,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/samantha_ratnam,sratnam@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/mayor-ratnam-6.jpg,Australian Greens,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/south-ward-councillors/cr-samantha-ratnam-south-ward/,South
Lambros Tapinos,,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/lambros_tapinos,ltapinos@moreland.vic.gov.au,http://www.moreland.vic.gov.au/globalassets/images/web-pages/about-us/cr-lambros-tapinos-headshot.jpg,Labor,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/south-ward-councillors/cr-lambros-tapinos-south-ward/,South
Mark Riley,2016-10-23,,,Moreland City Council,http://www.moreland.vic.gov.au,moreland_city_council/mark_riley,mriley@moreland.org.au,http://www.moreland.vic.gov.au/globalassets/images/councillors/cr-mark-riley-180x240.jpg,Greens,http://www.moreland.vic.gov.au/about-us/your-council/mayor-and-councillors/south-ward-councillors/cr-mark-riley-south-ward/,South
Bev Colomb,,,Mayor,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/bev_colomb,colomb@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-bev-colomb.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Deputy-Mayor-Cr-Bev-Colomb-Briars-Ward,Briars
Andrew Dixon,,2016-10-22,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/andrew_dixon,Andrew.Dixon@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-headshots/crandrewdixon200.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Councillor-Andrew-Dixon-Briars-Ward,Briars
Anne Shaw,,2016-10-22,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/anne_shaw,Anne.Shaw@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-headshots/cranneshaw200.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Councillor-Anne-Shaw-Briars-Ward,Briars
David Garnock,,2016-10-22,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/david_garnock,David.Garnock@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-headshots/crdavidgarnock200.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Councillor-David-Garnock-Cerberus-Ward,Cerberus
Hugh Fraser,,,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/hugh_fraser,Hugh.Fraser@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-hugh-fraser.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Councillor-Hugh-Fraser-Nepean-Ward,Nepean
Tim Rodgers,,2016-10-22,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/tim_rodgers,Rodgers@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-headshots/crtimrodgers200.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Councillor-Tim-Rodgers-Nepean-Ward,Nepean
Tim Wood,,2016-10-22,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/tim_wood,timwood4redhill@gmail.com,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-headshots/crwoodnew.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Councillor-Tim-Wood-RFD-QC-Red-Hill-Ward,Red Hill
Antonella Celi,,,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/antonella_celi,Antonella.Celi@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-antonella-celi.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Councillor-Antonella-Celi-Seawinds-Ward,Seawinds
David Gibb,,2016-10-22,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/david_gibb,David.Gibb@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-headshots/crdavidgibb200.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Councillor-David-Gibb-Seawinds-Ward,Seawinds
Graham Pittock,,2016-10-22,Mayor,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/graham_pittock,Graham.Pittock@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-headshots/crgrahampittock200.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors/Mayor-Cr-Graham-Pittock-Seawinds-Ward,Seawinds
Bryan Payne,2016-11-14,,Deputy Mayor,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/bryan_payne,bryan.payne@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-bryan-payne.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors,Nepean
Rosie Clark,2016-11-14,,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/rosie_clark,rosie.clark@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-rosie-clark.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors,Briars
Sam Hearn,2016-11-14,,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/sam_hearn,sam.hearn@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-sam-hearn.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors,Briars
Kate Roper,2016-11-14,,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/kate_roper,kate.roper@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/cr-kate-roper.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors,Cerberus
David Gill,2016-11-14,,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/david_gill,david.gill@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-david-gill.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors,Red Hill
Simon Brooks,2016-11-14,,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/simon_brooks,simon.brooks@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-simon-brooks.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors,Seawinds
Frank Martin,2016-11-14,,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/frank_martin,frank.martin@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-frank-martin.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors,Seawinds
Julie Edge,2016-11-14,,,Mornington Peninsula Shire Council,http://www.mornpen.vic.gov.au,mornington_peninsula_shire_council/julie_edge,julie.edge@mornpen.vic.gov.au,http://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/about-our-council/our-councillors/images/cr-julie-edge.jpg,,http://www.mornpen.vic.gov.au/About-Us/About-Our-Council/Our-Councillors,Watson
Anthony Cordy,,,,Mount Alexander Shire Council,http://www.mountalexander.vic.gov.au,mount_alexander_shire_council/anthony_cordy,,,,,Calder
Tony Bell,,,,Mount Alexander Shire Council,http://www.mountalexander.vic.gov.au,mount_alexander_shire_council/tony_bell,,,,,Castlemaine
Chris Cole,,,,Mount Alexander Shire Council,http://www.mountalexander.vic.gov.au,mount_alexander_shire_council/chris_cole,,,,,Castlemaine
Bronwen Machin,,,,Mount Alexander Shire Council,http://www.mountalexander.vic.gov.au,mount_alexander_shire_council/bronwen_machin,,,,,Castlemaine
Christine Henderson,,,mayor,Mount Alexander Shire Council,http://www.mountalexander.vic.gov.au,mount_alexander_shire_council/christine_henderson,,,,,Coliban
Michael Redden,,,,Mount Alexander Shire Council,http://www.mountalexander.vic.gov.au,mount_alexander_shire_council/michael_redden,,,,,Loddon
Sharon Telford,,,,Mount Alexander Shire Council,http://www.mountalexander.vic.gov.au,mount_alexander_shire_council/sharon_telford,,,,,Tarrengower
Jim Doukas,,,,Moyne Shire Council,http://www.moyne.vic.gov.au,moyne_shire_council/jim_doukas,,,,,
Anthony Keane,,,,Moyne Shire Council,http://www.moyne.vic.gov.au,moyne_shire_council/anthony_keane,,,,,
Ralph Leutton,,,,Moyne Shire Council,http://www.moyne.vic.gov.au,moyne_shire_council/ralph_leutton,,,,,
Jill Parker,,,,Moyne Shire Council,http://www.moyne.vic.gov.au,moyne_shire_council/jill_parker,,,,,
Kelvin Goodall,,,,Moyne Shire Council,http://www.moyne.vic.gov.au,moyne_shire_council/kelvin_goodall,,,,,
Colin Ryan,,,mayor,Moyne Shire Council,http://www.moyne.vic.gov.au,moyne_shire_council/colin_ryan,,,,,
Mick Wolfe,,,,Moyne Shire Council,http://www.moyne.vic.gov.au,moyne_shire_council/mick_wolfe,,,,,
Christine Challen,,,,Murrindindi Shire Council,http://www.murrindindi.vic.gov.au,murrindindi_shire_council/christine_challen,,,,,Cathedral
John Kennedy,,,,Murrindindi Shire Council,http://www.murrindindi.vic.gov.au,murrindindi_shire_council/john_kennedy,,,,,Cheviot
Andrew Derwent,,,,Murrindindi Shire Council,http://www.murrindindi.vic.gov.au,murrindindi_shire_council/andrew_derwent,,,,,Kinglake
John Walsh,,,,Murrindindi Shire Council,http://www.murrindindi.vic.gov.au,murrindindi_shire_council/john_walsh,,,,,Koriella
Margaret Rae,,,mayor,Murrindindi Shire Council,http://www.murrindindi.vic.gov.au,murrindindi_shire_council/margaret_rae,,,,,Red Gate
Meralyn Klein,,,,Nillumbik Shire Council,http://www.nillumbik.vic.gov.au,nillumbik_shire_council/meralyn_klein,,,,,Blue Lake
Anika Van Hulsen,,,,Nillumbik Shire Council,http://www.nillumbik.vic.gov.au,nillumbik_shire_council/anika_van_hulsen,,,,,Bunjil
Michael Young,,,,Nillumbik Shire Council,http://www.nillumbik.vic.gov.au,nillumbik_shire_council/michael_young,,,,,Edendale
Peter Perkins,,,,Nillumbik Shire Council,http://www.nillumbik.vic.gov.au,nillumbik_shire_council/peter_perkins,,,,,Ellis
Ken King,,,,Nillumbik Shire Council,http://www.nillumbik.vic.gov.au,nillumbik_shire_council/ken_king,,,,,Sugarloaf
Bronnie Hattam,,,mayor,Nillumbik Shire Council,http://www.nillumbik.vic.gov.au,nillumbik_shire_council/bronnie_hattam,,,,,Swipers Gully
Helen Coleman,,,,Nillumbik Shire Council,http://www.nillumbik.vic.gov.au,nillumbik_shire_council/helen_coleman,,,,,Wingrove
Kevin Erwin,,,,Northern Grampians Shire Council,http://www.ngshire.vic.gov.au,northern_grampians_shire_council/kevin_erwin,,,,,Central
Merrilee Reid,,,,Northern Grampians Shire Council,http://www.ngshire.vic.gov.au,northern_grampians_shire_council/merrilee_reid,,,,,Kara Kara
Tony Driscoll,,,,Northern Grampians Shire Council,http://www.ngshire.vic.gov.au,northern_grampians_shire_council/tony_driscoll,,,,,Kara Kara
Jason Hosemans,,,,Northern Grampians Shire Council,http://www.ngshire.vic.gov.au,northern_grampians_shire_council/jason_hosemans,,,,,South West
Murray Emerson,,,mayor,Northern Grampians Shire Council,http://www.ngshire.vic.gov.au,northern_grampians_shire_council/murray_emerson,,,,,Stawell
Karen Hyslop,,,,Northern Grampians Shire Council,http://www.ngshire.vic.gov.au,northern_grampians_shire_council/karen_hyslop,,,,,Stawell
Wayne Rice,,,,Northern Grampians Shire Council,http://www.ngshire.vic.gov.au,northern_grampians_shire_council/wayne_rice,,,,,Stawell
Amanda Stevens,,,,Port Phillip City Council,http://www.portphillip.vic.gov.au,port_phillip_city_council/amanda_stevens,,,,,Albert Park
Vanessa Huxley,,,,Port Phillip City Council,http://www.portphillip.vic.gov.au,port_phillip_city_council/vanessa_huxley,,,,,Carlisle
Serge Thomann,,,,Port Phillip City Council,http://www.portphillip.vic.gov.au,port_phillip_city_council/serge_thomann,,,,,Catani
Anita Horvath,,,,Port Phillip City Council,http://www.portphillip.vic.gov.au,port_phillip_city_council/anita_horvath,,,,,Emerald Hill
Andrew Bond,,,,Port Phillip City Council,http://www.portphillip.vic.gov.au,port_phillip_city_council/andrew_bond,,,,,Junction
Jane Touzeau,,,,Port Phillip City Council,http://www.portphillip.vic.gov.au,port_phillip_city_council/jane_touzeau,,,,,Point Ormond
Bernadene Voss,,,mayor,Port Phillip City Council,http://www.portphillip.vic.gov.au,port_phillip_city_council/bernadene_voss,,,,,Sandridge
Ron Eason,,,,Pyrenees Shire Council,http://www.pyrenees.vic.gov.au,pyrenees_shire_council/ron_eason,,,,,Avoca
Michael O'Connor,,,mayor,Pyrenees Shire Council,http://www.pyrenees.vic.gov.au,pyrenees_shire_council/michael_o'connor,,,,,Beaufort
Robert Vance,,,,Pyrenees Shire Council,http://www.pyrenees.vic.gov.au,pyrenees_shire_council/robert_vance,,,,,De Cameron
David Clark,,,,Pyrenees Shire Council,http://www.pyrenees.vic.gov.au,pyrenees_shire_council/david_clark,,,,,Ercildoune
Tanya Kehoe,,,,Pyrenees Shire Council,http://www.pyrenees.vic.gov.au,pyrenees_shire_council/tanya_kehoe,,,,,Mount Emu
Helene Cameron,,,mayor,Borough of Queenscliffe,http://www.queenscliffe.vic.gov.au,borough_of_queenscliffe/helene_cameron,,,,,
Peter Russell,,,,Borough of Queenscliffe,http://www.queenscliffe.vic.gov.au,borough_of_queenscliffe/peter_russell,,,,,
Bob Merriman,,,,Borough of Queenscliffe,http://www.queenscliffe.vic.gov.au,borough_of_queenscliffe/bob_merriman,,,,,
Susan Salter,,,,Borough of Queenscliffe,http://www.queenscliffe.vic.gov.au,borough_of_queenscliffe/susan_salter,,,,,
Sue Wasterval,,,,Borough of Queenscliffe,http://www.queenscliffe.vic.gov.au,borough_of_queenscliffe/sue_wasterval,,,,,
Mohya Davies,,,,South Gippsland Shire Council,http://www.southgippsland.vic.gov.au,south_gippsland_shire_council/mohya_davies,,,,,Coastal-Promontory
Jeanette Harding,,,,South Gippsland Shire Council,http://www.southgippsland.vic.gov.au,south_gippsland_shire_council/jeanette_harding,,,,,Coastal-Promontory
Kieran Kennedy,,,,South Gippsland Shire Council,http://www.southgippsland.vic.gov.au,south_gippsland_shire_council/kieran_kennedy,,,,,Coastal-Promontory
Lorraine Brunt,,,,South Gippsland Shire Council,http://www.southgippsland.vic.gov.au,south_gippsland_shire_council/lorraine_brunt,,,,,Strzelecki
Andrew McEwen,,,,South Gippsland Shire Council,http://www.southgippsland.vic.gov.au,south_gippsland_shire_council/andrew_mcewen,,,,,Strzelecki
Robert Newton,,,mayor,South Gippsland Shire Council,http://www.southgippsland.vic.gov.au,south_gippsland_shire_council/robert_newton,,,,,Strzelecki
James Fawcett,,,,South Gippsland Shire Council,http://www.southgippsland.vic.gov.au,south_gippsland_shire_council/james_fawcett,,,,,Tarwin Valley
Don Hill,,,,South Gippsland Shire Council,http://www.southgippsland.vic.gov.au,south_gippsland_shire_council/don_hill,,,,,Tarwin Valley
Nigel Hutchinson-Brooks,,,,South Gippsland Shire Council,http://www.southgippsland.vic.gov.au,south_gippsland_shire_council/nigel_hutchinson-brooks,,,,,Tarwin Valley
Cathy Armstrong,,,,Southern Grampians Shire Council,http://www.sthgrampians.vic.gov.au,southern_grampians_shire_council/cathy_armstrong,,,,,
Paul Battista,,,,Southern Grampians Shire Council,http://www.sthgrampians.vic.gov.au,southern_grampians_shire_council/paul_battista,,,,,
Albert Calvano,,,,Southern Grampians Shire Council,http://www.sthgrampians.vic.gov.au,southern_grampians_shire_council/albert_calvano,,,,,
Bruach Colliton,,,,Southern Grampians Shire Council,http://www.sthgrampians.vic.gov.au,southern_grampians_shire_council/bruach_colliton,,,,,
Peter Dark,,,mayor,Southern Grampians Shire Council,http://www.sthgrampians.vic.gov.au,southern_grampians_shire_council/peter_dark,,,,,
Dennis Dawson,,,,Southern Grampians Shire Council,http://www.sthgrampians.vic.gov.au,southern_grampians_shire_council/dennis_dawson,,,,,
Katrina Rainsford,,,,Southern Grampians Shire Council,http://www.sthgrampians.vic.gov.au,southern_grampians_shire_council/katrina_rainsford,,,,,
Erin Davie,,2016-11-02,,Stonnington City Council,http://www.stonnington.vic.gov.au,stonnington_city_council/erin_davie,,,,,East
John McMorrow,,2016-11-02,,Stonnington City Council,http://www.stonnington.vic.gov.au,stonnington_city_council/john_mcmorrow,,,,,East
Jimi Athanasopoulos,,2016-11-02,,Stonnington City Council,http://www.stonnington.vic.gov.au,stonnington_city_council/jimi_athanasopoulos,,,,,East
John Chandler,,2016-11-02,,Stonnington City Council,http://www.stonnington.vic.gov.au,stonnington_city_council/john_chandler,,,,,North
Jami Klisaris,,,mayor,Stonnington City Council,http://www.stonnington.vic.gov.au,stonnington_city_council/jami_klisaris,jklisaris@stonnington.vic.gov.au,http://www.stonnington.vic.gov.au/files/assets/public/council/councillors/jami-klisaris-mayoral-robes.jpg,,http://www.stonnington.vic.gov.au/Council/The-Mayor-and-Councillors/Mayor-Cr-Jami-Klisaris,East
Matthew Koce,,,,Stonnington City Council,http://www.stonnington.vic.gov.au,stonnington_city_council/matthew_koce,mkoce@stonnington.vic.gov.au,http://www.stonnington.vic.gov.au/files/assets/public/council/councillors/mathew-koce_4839-crop.jpg,,http://www.stonnington.vic.gov.au/Council/The-Mayor-and-Councillors/Cr-Matthew-Koce,North
Haritini Athanasopoulos,,2016-11-02,,Stonnington City Council,http://www.stonnington.vic.gov.au,stonnington_city_council/haritini_athanasopoulos,,,,,South
Melina Sehr,,,,Stonnington City Council,http://www.stonnington.vic.gov.au,stonnington_city_council/melina_sehr,,,,,South
Claude Ullin,,2016-11-02,,Stonnington City Council,http://www.stonnington.vic.gov.au,stonnington_city_council/claude_ullin,,,,,South
Patrick Storer,,,,Strathbogie Shire Council,http://www.strathbogie.vic.gov.au,strathbogie_shire_council/patrick_storer,,,,,Honeysuckle Creek
Malcolm Little,,,,Strathbogie Shire Council,http://www.strathbogie.vic.gov.au,strathbogie_shire_council/malcolm_little,,,,,Hughes Creek
Alister Purbrick,,,,Strathbogie Shire Council,http://www.strathbogie.vic.gov.au,strathbogie_shire_council/alister_purbrick,,,,,Lake Nagambie
Debra Swan,,,,Strathbogie Shire Council,http://www.strathbogie.vic.gov.au,strathbogie_shire_council/debra_swan,,,,,Lake Nagambie
Robin Weatherald,,,,Strathbogie Shire Council,http://www.strathbogie.vic.gov.au,strathbogie_shire_council/robin_weatherald,,,,,Mount Wombat
Colleen Furlanetto,,,mayor,Strathbogie Shire Council,http://www.strathbogie.vic.gov.au,strathbogie_shire_council/colleen_furlanetto,,,,,Seven Creeks
Graeme Mick Williams,,,,Strathbogie Shire Council,http://www.strathbogie.vic.gov.au,strathbogie_shire_council/graeme_mick_williams,,,,,Seven Creeks
Libby Coker,,,,Surf Coast Shire Council,http://www.surfcoast.vic.gov.au,surf_coast_shire_council/libby_coker,,,,,Anglesea
Margot Smith,,,,Surf Coast Shire Council,http://www.surfcoast.vic.gov.au,surf_coast_shire_council/margot_smith,,,,,Anglesea
Clive Goldsworthy,,,,Surf Coast Shire Council,http://www.surfcoast.vic.gov.au,surf_coast_shire_council/clive_goldsworthy,,,,,Lorne
David Bell,,,,Surf Coast Shire Council,http://www.surfcoast.vic.gov.au,surf_coast_shire_council/david_bell,,,,,Torquay
Eve Fisher,,,,Surf Coast Shire Council,http://www.surfcoast.vic.gov.au,surf_coast_shire_council/eve_fisher,,,,,Torquay
Rose Hodge,,,mayor,Surf Coast Shire Council,http://www.surfcoast.vic.gov.au,surf_coast_shire_council/rose_hodge,,,,,Torquay
Brian McKiterick,,,,Surf Coast Shire Council,http://www.surfcoast.vic.gov.au,surf_coast_shire_council/brian_mckiterick,,,,,Torquay
Carol McGregor,,,,Surf Coast Shire Council,http://www.surfcoast.vic.gov.au,surf_coast_shire_council/carol_mcgregor,,,,,Winchelsea
Heather Wellington,,,,Surf Coast Shire Council,http://www.surfcoast.vic.gov.au,surf_coast_shire_council/heather_wellington,,,,,Winchelsea
Michael Adamson,,,,Swan Hill Rural City Council,http://www.swanhill.vic.gov.au,swan_hill_rural_city_council/michael_adamson,,,,,Central
Jim Crowe,,,,Swan Hill Rural City Council,http://www.swanhill.vic.gov.au,swan_hill_rural_city_council/jim_crowe,,,,,Central
Greg Cruickshank,,,,Swan Hill Rural City Council,http://www.swanhill.vic.gov.au,swan_hill_rural_city_council/greg_cruickshank,,,,,Central
Jessie Kiley,,,,Swan Hill Rural City Council,http://www.swanhill.vic.gov.au,swan_hill_rural_city_council/jessie_kiley,,,,,Central
Les McPhee,,,mayor,Swan Hill Rural City Council,http://www.swanhill.vic.gov.au,swan_hill_rural_city_council/les_mcphee,,,,,Lakes
Gary Norton,,,,Swan Hill Rural City Council,http://www.swanhill.vic.gov.au,swan_hill_rural_city_council/gary_norton,,,,,Murray-Mallee
John Katis,,,,Swan Hill Rural City Council,http://www.swanhill.vic.gov.au,swan_hill_rural_city_council/john_katis,,,,,Robinvale
Mary Fraser,,,,Towong Shire Council,http://www.towong.vic.gov.au,towong_shire_council/mary_fraser,,,,,
Debi Gadd,,,,Towong Shire Council,http://www.towong.vic.gov.au,towong_shire_council/debi_gadd,,,,,
Peter Joyce,,,,Towong Shire Council,http://www.towong.vic.gov.au,towong_shire_council/peter_joyce,,,,,
Aaron Scales,,,,Towong Shire Council,http://www.towong.vic.gov.au,towong_shire_council/aaron_scales,,,,,
David Wortmann,,,mayor,Towong Shire Council,http://www.towong.vic.gov.au,towong_shire_council/david_wortmann,,,,,
Rob Askew,,,,Warrnambool City Council,http://www.warrnambool.vic.gov.au,warrnambool_city_council/rob_askew,,,,,
Jacinta Ermacora,,,,Warrnambool City Council,http://www.warrnambool.vic.gov.au,warrnambool_city_council/jacinta_ermacora,,,,,
Kylie Gaston,,,mayor,Warrnambool City Council,http://www.warrnambool.vic.gov.au,warrnambool_city_council/kylie_gaston,,,,,
Peter Hulin,,,,Warrnambool City Council,http://www.warrnambool.vic.gov.au,warrnambool_city_council/peter_hulin,,,,,
Brian Kelson,,,,Warrnambool City Council,http://www.warrnambool.vic.gov.au,warrnambool_city_council/brian_kelson,,,,,
Michael Neoh,,,,Warrnambool City Council,http://www.warrnambool.vic.gov.au,warrnambool_city_council/michael_neoh,,,,,
Peter Sycopoulis,,,,Warrnambool City Council,http://www.warrnambool.vic.gov.au,warrnambool_city_council/peter_sycopoulis,,,,,
Peter Cleary,,,,Wellington Shire Council,http://www.wellington.vic.gov.au,wellington_shire_council/peter_cleary,,,,,
Carolyn Crossley,,,,Wellington Shire Council,http://www.wellington.vic.gov.au,wellington_shire_council/carolyn_crossley,,,,,
Emilie Davine,,,,Wellington Shire Council,http://www.wellington.vic.gov.au,wellington_shire_council/emilie_davine,,,,,
John Duncan,,,,Wellington Shire Council,http://www.wellington.vic.gov.au,wellington_shire_council/john_duncan,,,,,
Malcolm Hole,,,,Wellington Shire Council,http://www.wellington.vic.gov.au,wellington_shire_council/malcolm_hole,,,,,
Darren McCubbin,,,mayor,Wellington Shire Council,http://www.wellington.vic.gov.au,wellington_shire_council/darren_mccubbin,,,,,
Patrick McIvor,,,,Wellington Shire Council,http://www.wellington.vic.gov.au,wellington_shire_council/patrick_mcivor,,,,,
Scott Rossetti,,,,Wellington Shire Council,http://www.wellington.vic.gov.au,wellington_shire_council/scott_rossetti,,,,,
Bob Wenger,,,,Wellington Shire Council,http://www.wellington.vic.gov.au,wellington_shire_council/bob_wenger,,,,,
Ron Hawkins,,,,West Wimmera Shire Council,http://www.westwimmera.vic.gov.au,west_wimmera_shire_council/ron_hawkins,,,,,
Annette Jones,,,mayor,West Wimmera Shire Council,http://www.westwimmera.vic.gov.au,west_wimmera_shire_council/annette_jones,,,,,
Bruce Meyer,,,,West Wimmera Shire Council,http://www.westwimmera.vic.gov.au,west_wimmera_shire_council/bruce_meyer,,,,,
Warren Wait,,,,West Wimmera Shire Council,http://www.westwimmera.vic.gov.au,west_wimmera_shire_council/warren_wait,,,,,
Richard Wait,,,,West Wimmera Shire Council,http://www.westwimmera.vic.gov.au,west_wimmera_shire_council/richard_wait,,,,,
Denise Massoud,,,,Whitehorse City Council,http://www.whitehorse.vic.gov.au,whitehorse_city_council/denise_massoud,,,,,Central
Andrew Munroe,,,,Whitehorse City Council,http://www.whitehorse.vic.gov.au,whitehorse_city_council/andrew_munroe,,,,,Central
Robert Chong,,,,Whitehorse City Council,http://www.whitehorse.vic.gov.au,whitehorse_city_council/robert_chong,,,,,Elgar
Helen Harris,,,,Whitehorse City Council,http://www.whitehorse.vic.gov.au,whitehorse_city_council/helen_harris,,,,,Elgar
Bill Bennett,,,,Whitehorse City Council,http://www.whitehorse.vic.gov.au,whitehorse_city_council/bill_bennett,,,,,Morack
Raylene Carr,,,,Whitehorse City Council,http://www.whitehorse.vic.gov.au,whitehorse_city_council/raylene_carr,,,,,Morack
